time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.299542773	0.0199920948	3.72108454e-05	-6.66724044e-06	0.542697952	0.002653073	-0.041790267	0.306018779	0	0	20.868681
0.02	0.297874721	0.0201609047	8.9007752e-05	-3.32563432e-05	0.541179037	0.008138062	-0.12763522	0.305525182	0.0473689927	0.0219161047	17.653155
0.03	0.295157372	0.0205195424	0.000102761798	-3.75670634e-05	0.539213944	-0.01538687	-0.231908622	0.304909218	0.0946929399	0.0218930746	16.749588
0.04	0.291400502	0.0211486507	8.34304393e-05	1.29188098e-05	0.536951922	-0.0885518048	-0.373151551	0.304103417	0.071499426	0.0218492853	15.153178
0.05	0.2866542	0.0220825656	-5.69771887e-05	0.000124925777	0.534642649	-0.185703533	-0.510991923	0.303182313	0.0816430951	0.0218063943	16.008805
0.06	0.280988028	0.0232912519	-0.000382396217	0.000276689419	0.532322446	-0.289211373	-0.613805638	0.302349797	0.0728421816	0.0217626925	16.352507
0.07	0.274516302	0.0247736744	-0.000910153237	0.000460559924	0.530161145	-0.391467779	-0.665423615	0.301588193	0.0591725913	0.0216892738	16.212171
0.08	0.267363552	0.026537492	-0.00163356048	0.000686955594	0.528354831	-0.498508556	-0.648657214	0.300848733	0.0734688572	0.0215763461	16.081594
0.09	0.259940912	0.0285430235	-0.00246359383	0.000944962377	0.526284667	-0.609577606	-0.755571652	0.299973015	0.0726962407	0.0214154011	14.41306
0.1	0.252283906	0.0307383166	-0.00352794287	0.00122547007	0.524894215	-0.695697357	-0.731731813	0.299148134	0.0435594512	0.0214599616	15.644572
0.11	0.244610567	0.0331271598	-0.00471668276	0.00153325799	0.523991882	-0.77341357	-0.677860642	0.298214934	0.064316728	0.021381045	16.519213
0.12	0.236639671	0.0353399481	-0.00595924086	0.00184687402	0.522959677	-0.82272915	-0.456392	0.298226692	0.0501028764	0.0213438117	15.834558
0.13	0.228796334	0.0377571832	-0.00723433098	0.00216672708	0.522384954	-0.850197142	-0.295056966	0.297837142	0.0559175831	0.0208714826	16.250351
0.14	0.221199266	0.0402960206	-0.00851287055	0.0024845422	0.522122214	-0.847152287	-0.161503677	0.297316854	0.0426713919	0.02070046	17.305316
0.15	0.213921257	0.0428359263	-0.00979595586	0.00282356335	0.522063427	-0.834276328	-0.0277980135	0.296891301	0.0492020579	0.0206860325	16.518495
0.16	0.206990253	0.0452666238	-0.0110412697	0.00315475852	0.522080509	-0.792041889	0.110534872	0.296683902	0.0601179817	0.0207079264	16.111053
0.17	0.2004442	0.0475704582	-0.0122220766	0.00346647221	0.522192771	-0.715906451	0.242363754	0.296632138	0.0442082014	0.0207086771	14.644809
0.18	0.194299253	0.0497642831	-0.0133709892	0.00374101035	0.522477196	-0.617176778	0.370433691	0.296699561	0.0529192752	0.0207297508	15.224938
0.19	0.188574657	0.0518605324	-0.014475787	0.00397967836	0.522922647	-0.510652126	0.478863189	0.296844597	0.0461236038	0.0207911382	14.891523
0.2	0.183323634	0.0537670019	-0.015496168	0.00426956771	0.523132815	-0.502859132	0.501960361	0.297149147	0.0575967986	0.0209452149	14.766573
0.21	0.178482116	0.0555663195	-0.0165007393	0.00451570237	0.523677887	-0.471419224	0.551379958	0.297520242	0.0552147193	0.0213195184	18.137113
0.22	0.173969368	0.0572882347	-0.0174940269	0.00470484003	0.524532692	-0.418694518	0.621839079	0.297983928	0.0570124022	0.0216185977	17.572627
0.23	0.16939901	0.0585653136	-0.0184151067	0.00481335337	0.524838546	-0.285587385	0.752797908	0.299289591	0.0672620439	0.0218751978	19.32077
0.24	0.164966651	0.0599882236	-0.0193418884	0.00490015774	0.525677093	-0.238066839	0.858153426	0.300312102	0.0630757817	0.0215841036	19.347953
0.25	0.160686866	0.0615613984	-0.0202025991	0.0049819019	0.526803873	-0.24354506	0.907319325	0.301104083	0.0613171797	0.0216881368	17.947556
