time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.26	0	0.0717854472	-0.153832794	0.0234754778	0.542503595	-0.831271364	0.238566634	0.112802907	0.113401487	19.563615
1.27	0	0.0739156426	-0.155953884	0.0240992753	0.543250711	-1.07306544	0.350395251	0.111927696	0.0934396004	18.478316
1.28	0	0.0759454197	-0.157961946	0.0248014711	0.54407596	-1.23531612	0.409986275	0.110946629	0.154694876	18.567955
1.29	0	0.0777277665	-0.159871236	0.025606327	0.544772888	-1.36830634	0.425263841	0.109898515	0.0946221769	18.375716
1.3	0	0.079233267	-0.161708459	0.0264848066	0.545250826	-1.42674906	0.378272194	0.108781869	0.101292661	18.421848
1.31	0	0.0803609653	-0.163563381	0.0274151478	0.545543004	-1.44295065	0.300328696	0.107632309	0.106068688	18.396381
1.32	0	0.0810681697	-0.165539614	0.028374364	0.54581265	-1.43501224	0.209598736	0.106443806	0.0993857127	18.527792
1.33	0	0.0813156755	-0.167611925	0.0293652487	0.546048516	-1.42573061	0.140549589	0.105261577	0.130221325	18.138614
1.34	0	0.0811466291	-0.169791959	0.0303649892	0.546355168	-1.41199924	0.0769430913	0.104044483	0.0687166536	17.991835
1.35	0	0.0805160034	-0.172040997	0.0313413506	0.546703654	-1.37905049	0.0812515465	0.103505143	0.169023014	17.996956
1.36	0	0.0784826817	-0.174338707	0.032283513	0.547005717	-1.30581556	0.145236767	0.103424261	0.0868609852	19.342873
1.37	0	0.07435568	-0.176638729	0.0331158149	0.546712636	-1.08624412	0.172462685	0.103591979	0.141361827	18.751085
1.38	0	0.0676778453	-0.17893748	0.0339268086	0.546248626	-0.916816158	0.278000609	0.103900715	0.134113939	18.596011
1.39	0	0.0585579343	-0.181213752	0.0347154478	0.54551087	-0.772787685	0.443102013	0.104247928	0.146900121	18.567235
1.4	0	0.0476046965	-0.183435054	0.0354551726	0.544540194	-0.627623075	0.618890059	0.104533269	0.0910907584	18.453766
1.41	0	0.0359333237	-0.185557316	0.0361423431	0.543314571	-0.471973331	0.755819984	0.104707346	0.107044724	18.910031
1.42	0	0.025439419	-0.187675012	0.0367442185	0.541963928	-0.280576928	0.858625877	0.104769443	0.116968193	19.140811
1.43	0	0.0196320951	-0.189866314	0.0372658952	0.540712524	-0.0993209628	0.954298878	0.104542411	0.105308299	19.057375
1.44	0	0.0215556863	-0.192157875	0.0377002884	0.539774256	0.0830766534	1.06207983	0.104354217	0.138750255	18.954982
1.45	0	0.0276709912	-0.194500045	0.0380552218	0.539120892	0.280213991	1.1532599	0.104274833	0.10397833	18.674087
1.46	0	0.0343844146	-0.196853884	0.0384551998	0.538071943	0.330277823	1.33986172	0.104471672	0.111287683	19.33025
1.47	0	0.0405191848	-0.199315202	0.0387513599	0.537269751	0.40410042	1.49044869	0.104645672	0.152396996	19.763178
1.48	0	0.0457359677	-0.201848371	0.0389620846	0.536517813	0.462116666	1.61556687	0.104791603	0.118124762	27.003251
1.49	0	0.0500015004	-0.204337391	0.0391062543	0.535658733	0.514335194	1.66489422	0.104830428	0.125052626	24.840907
1.5	0	0.0531581421	-0.206874953	0.0390986789	0.535052635	0.666987904	1.76319719	0.104908178	0.0803143636	25.18439
1.51	0	0.055408202	-0.20937341	0.0390272944	0.535091537	0.70256405	1.77777625	0.104713702	0.0980907001	22.520625
1.52	0	0.0568548232	-0.211871836	0.0388420929	0.535454983	0.792689734	1.66318673	0.10442926	0.0985067856	19.773925
1.53	0	0.0579110585	-0.214363551	0.0385906302	0.536300892	0.864014267	1.50502838	0.104176914	0.0614909981	19.52141
1.54	0	0.0591247527	-0.216908881	0.0382714252	0.53751187	0.909116694	1.35907275	0.104028673	0.0670445664	19.283779
1.55	0	0.0608890961	-0.219504228	0.037885601	0.538941241	0.942339662	1.21616465	0.103968689	0.0873395677	19.263431
1.56	0	0.0633654613	-0.222125128	0.0374804462	0.540324103	0.967841408	1.13383306	0.10402805	0.0852616468	21.384991
1.57	0	0.0666023144	-0.224734477	0.0370068895	0.541770567	1.03397372	1.05705496	0.104117378	0.111843871	18.9099
1.58	0	0.0708443107	-0.227286171	0.0364996421	0.543065239	1.1055013	0.951763866	0.104209108	0.113742195	18.921535
1.59	0	0.0763220339	-0.229835731	0.0359851666	0.54425764	1.1418983	0.853255042	0.104318485	0.0894319733	19.155512
1.6	0	0.0831786059	-0.232435906	0.0354732932	0.545396564	1.14725826	0.792208141	0.104454469	0.130772387	19.512611
1.61	0	0.0914049347	-0.235063967	0.0349736492	0.546413263	1.1079902	0.755147831	0.104588184	0.109923791	19.505161
1.62	0	0.100079159	-0.237674547	0.0345084908	0.547252285	1.01506811	0.702335582	0.104751232	0.108048063	19.486161
1.63	0	0.107116845	-0.240265745	0.0340717884	0.547924353	0.844059739	0.592531785	0.104798872	0.105087566	19.701864
1.64	0	0.111164787	-0.242833575	0.0336586178	0.548406171	0.630493869	0.439675873	0.105213467	0.112829944	19.972306
1.65	0	0.114461221	-0.245339532	0.033182443	0.54831453	0.508676529	0.344233448	0.105663497	0.0827439048	19.488859
1.66	0	0.119130502	-0.247827595	0.0326960058	0.548214984	0.379694008	0.240845885	0.105704247	0.10312477	26.05873
1.67	0	0.125251105	-0.250332623	0.0321842376	0.548038784	0.271756541	0.160634571	0.105408251	0.0730404848	22.771508
1.68	0	0.128705701	-0.252822471	0.0316665021	0.547607283	0.159069604	0.0802618192	0.10548729	0.215328536	21.246177
1.69	0	0.128576521	-0.255339914	0.0311198479	0.546797677	0.0706586335	0.0378984974	0.106175633	0.174817111	20.507313
