time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.649446525	0.0193501586	-3.04504452e-06	4.78039238e-06	0.542700249	-0.00954432259	0.0226692743	0.307205884	0	0	23.566017
0.02	0.647747849	0.0193577017	-3.10756094e-05	1.38293778e-05	0.540992338	-0.0243723759	0.0539643678	0.309556803	0.0440533485	0.0662014172	21.337401
0.03	0.643903587	0.0189486906	-0.000113308426	4.48442593e-05	0.538533012	-0.0498462156	0.101403446	0.313995481	0.0735090899	0.0470775326	17.945912
0.04	0.637957365	0.0188983431	-0.0002006411	0.000103773367	0.535445097	-0.0960220598	0.181747272	0.32088399	0.11616028	0.0725931304	19.606321
0.05	0.628748037	0.0188821405	-0.000343876196	0.000204367905	0.531911553	-0.153975269	0.302495425	0.330465745	0.0678613007	0.0963462178	18.612892
0.06	0.615564313	0.0188955669	-0.000729555793	0.000354420628	0.528069018	-0.238958265	0.522202051	0.342827657	0.173850299	0.096675662	18.144137
0.07	0.599244314	0.019253587	-0.00131323705	0.000550297645	0.524086916	-0.334851738	0.851626101	0.356808348	0.0553926296	0.056878079	19.29725
0.08	0.58043744	0.0195859197	-0.00205952119	0.000790183915	0.520238029	-0.423227124	1.29383752	0.371817828	0.0796934898	0.0494470116	17.379802
0.09	0.559239308	0.0189873753	-0.00281343238	0.00102002411	0.515707307	-0.437316887	1.62789011	0.386216082	0.090063716	0.0765527231	18.804046
0.1	0.536670319	0.0183022323	-0.00355808987	0.00124427649	0.511672266	-0.394136246	2.11507266	0.40027068	0.0733386013	0.0673861885	18.358234
0.11	0.513012335	0.0174941418	-0.00414616014	0.00145291397	0.508091796	-0.314644199	2.57362282	0.412481718	0.0931176635	0.0794461573	17.756049
0.12	0.48841703	0.0164520112	-0.00452387033	0.00166726895	0.504972067	-0.232776556	3.0103886	0.422281343	0.0618343394	0.0893150871	18.260487
