time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.648952957	0.019945333	-2.60586655e-05	2.31888681e-05	0.542762093	-0.046261785	0.0468523412	0.306320218	0	0	21.745968
0.02	0.646821802	0.0199510735	-0.000156720274	8.45573931e-05	0.541238285	-0.171650162	0.148483712	0.306995503	0.109111871	0.0443097607	20.450348
0.03	0.643278023	0.0200623247	-0.000422624661	0.000188898671	0.538980597	-0.36214425	0.296006862	0.308669666	0.0393841455	0.0442808851	20.743655
0.04	0.638120376	0.0203866611	-0.000788213479	0.000343905667	0.536054482	-0.608601461	0.484920668	0.311435087	0.0818485972	0.0442132132	18.461784
0.05	0.631204856	0.0209676085	-0.00131296345	0.000564916794	0.532436983	-0.897333822	0.719511586	0.315369107	0.0935907398	0.0440934264	20.812618
0.06	0.622427527	0.0218228845	-0.00199038469	0.000824723491	0.528262917	-1.16633735	1.01890092	0.320321097	0.0875228624	0.0439149953	18.706489
0.07	0.611703922	0.0229492149	-0.00279352134	0.00112312874	0.523594673	-1.42024446	1.3949744	0.325940115	0.0551865139	0.0436792532	18.296103
0.08	0.598943372	0.0243617898	-0.00367693435	0.00146402448	0.518571552	-1.66278333	1.86678766	0.331436057	0.0707658148	0.0433893317	20.023681
0.09	0.584080355	0.0261710928	-0.00472337474	0.00180172559	0.513480397	-1.80208872	2.41387372	0.336849777	0.0733296793	0.0430464396	21.320232
0.1	0.567127887	0.0284399357	-0.00584999445	0.00209844823	0.508306442	-1.84752391	3.00333472	0.341826607	0.0462569682	0.0415995622	18.452848
0.11	0.548270917	0.0313266838	-0.00702509431	0.00234695287	0.50308195	-1.814295	3.51496771	0.345481097	0.0567553289	0.0396170596	19.68496
0.12	0.527734384	0.0349032826	-0.00819755976	0.00256094628	0.498222323	-1.76244666	4.03598146	0.347518529	0.0904038514	0.0378983796	19.282291
0.13	0.505849141	0.0391888993	-0.00928967056	0.00271868463	0.493604671	-1.67866863	4.52505924	0.348317553	0.0609997891	0.0363360637	18.513806
0.14	0.483080178	0.0441228328	-0.0102397063	0.00288862935	0.488850948	-1.62539562	4.9015841	0.347886044	0.0635834294	0.0349903303	21.325133
0.15	0.459786599	0.0496731519	-0.0111056701	0.00300343639	0.484501159	-1.51636521	5.31311871	0.346433928	0.0437187376	0.033959941	19.18976
0.16	0.436270395	0.0555773175	-0.0117839006	0.00309390225	0.480128295	-1.39826216	5.80247558	0.344512662	0.0670576286	0.032942192	18.869868
0.17	0.412860555	0.061996625	-0.0123162176	0.00306123821	0.476131973	-1.20350394	6.26896984	0.34179929	0.040486699	0.0316318963	20.376879
0.18	0.389933335	0.068859112	-0.0127415404	0.0028967489	0.472582293	-0.970622124	6.71473322	0.338558524	0.0459128401	0.0305473643	20.624224
0.19	0.36774246	0.0758402138	-0.0130566894	0.00255596678	0.469273267	-0.661012503	7.20391607	0.335362112	0.0600755114	0.0296825119	20.583158
