time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
0.16	0	0.226033364	0.00151259956	0.00217796259	0.503633916	0.449616354	3.27838509	0.161948151	0.071760738	35.824717
0.17	0	0.21017713	0.00258722809	0.00233438176	0.502438295	0.586410484	3.62993784	0.162208334	0.079292375	39.504435
0.18	0	0.194490117	0.00387804311	0.00241979588	0.501556399	0.756577063	3.96496307	0.162364245	0.0969436417	37.769686
0.19	0	0.179744233	0.00540432229	0.00241854747	0.500993428	0.953743875	4.27474999	0.162436537	0.0627069826	33.492871
0.2	0	0.166197219	0.00716359028	0.00241922217	0.500358901	1.05890082	4.45169231	0.162447013	0.0813334981	39.985948
0.21	0	0.154002816	0.00907636093	0.0023506266	0.500284479	1.14518428	4.58896052	0.162405406	0.117121142	41.961214
0.22	0	0.143128978	0.0110478468	0.00211999112	0.500553625	1.29953211	4.79530992	0.162337913	0.106007781	36.226567
0.23	0	0.133825085	0.0131609113	0.00186508778	0.500711529	1.42313501	4.95652416	0.162259984	0.0785434295	40.388487
0.24	0	0.126364508	0.0152619917	0.00156218518	0.501884831	1.4884778	5.10711985	0.162183274	0.060119553	37.758838
0.25	0	0.120757647	0.0174389961	0.00122581691	0.503863258	1.5035995	5.2171635	0.162121034	0.0551131074	33.359387
0.26	0	0.116221261	0.0196742632	0.000849662917	0.506475141	1.48154893	5.28649138	0.162076751	0.0755861804	38.8716
0.27	0	0.113086874	0.0219621941	0.000435185757	0.509519181	1.41657981	5.3143316	0.16205959	0.0561565075	32.42925
0.28	0	0.110596934	0.0242754523	-1.54416448e-05	0.512945251	1.31698469	5.28695153	0.162049084	0.0381916459	32.170436
0.29	0	0.10893352	0.0265909959	-0.000456936448	0.516625631	1.15062479	5.22916435	0.162045924	0.0677683114	34.043504
0.3	0	0.1078603	0.028907041	-0.000885521187	0.520418629	0.930007829	5.1173377	0.162036861	0.0500332789	33.503018
0.31	0	0.10680295	0.0311575219	-0.00136312745	0.524063321	0.722406737	5.00039802	0.162017519	0.0587320426	41.754278
0.32	0	0.105191252	0.0332802309	-0.00183600358	0.527884897	0.461966242	4.8043032	0.161952218	0.0700167071	34.318765
0.33	0	0.103174046	0.0352799964	-0.00229051198	0.531760707	0.158217256	4.53562679	0.161841192	0.104583109	33.979008
0.34	0	0.100389519	0.0372271265	-0.00265879527	0.535191867	-0.208785846	4.23050895	0.161677498	0.0593531787	34.592609
0.35	0	0.096303933	0.0389409986	-0.00304534075	0.538562728	-0.541438979	3.86687135	0.1614071	0.0637462717	37.251173
0.36	0	0.0910122577	0.0404716096	-0.00343899618	0.541667806	-0.853729001	3.48801504	0.161023461	0.0968619569	37.502186
0.37	0	0.0842963581	0.0418154037	-0.00382828549	0.544401418	-1.18055512	3.10250201	0.160504712	0.0919231725	35.233767
0.38	0	0.0764342833	0.0429456262	-0.00420939867	0.546769703	-1.51223469	2.72365021	0.159839144	0.0735683328	34.3412
0.39	0	0.068389545	0.043970226	-0.00458547929	0.548684366	-1.81852695	2.33280138	0.159030871	0.109261661	35.693719
0.4	0	0.0609056156	0.0449466939	-0.00494722991	0.550183783	-2.08819793	1.91882587	0.158064757	0.122923195	34.656853
0.41	0	0.0558525228	0.0458244721	-0.00532447672	0.551378745	-2.27386046	1.55176051	0.157046017	0.120087475	34.823124
0.42	0	0.0519165893	0.0466382368	-0.00568072087	0.552127353	-2.37672938	1.22322278	0.155943582	0.128502532	35.110176
0.43	0	0.0493012702	0.0473442632	-0.00602967845	0.552480921	-2.37694942	0.940910699	0.154797952	0.154934898	34.87845
0.44	0	0.0486352815	0.0480687825	-0.00635655341	0.552347554	-2.29923485	0.669354998	0.153631891	0.115583799	34.922253
0.45	0	0.0484593915	0.0488131404	-0.00667663053	0.551738835	-2.14609038	0.397634122	0.152423964	0.112064562	34.637447
0.46	0	0.0482436626	0.0495205076	-0.00700333016	0.5505501	-1.94189473	0.191122548	0.151324928	0.146936146	35.361631
0.47	0	0.0488227362	0.0501576763	-0.0073564465	0.548963173	-1.70062225	0.0513922213	0.150316618	0.132343794	35.074099
0.48	0	0.050224159	0.0508300583	-0.00774080234	0.547010207	-1.42609347	-0.00512194059	0.149627442	0.129083786	36.073689
0.49	0	0.0500125601	0.0514891759	-0.00820449699	0.545060831	-1.029883	0.18141907	0.149461731	0.112836283	35.281297
0.5	0	0.0485709121	0.0519816299	-0.00868521816	0.543358601	-0.659986136	0.414243381	0.14945835	0.0885655754	38.919063
0.51	0	0.0449752567	0.0523187821	-0.00911073465	0.542087002	-0.410640208	0.756394631	0.149734004	0.12456846	38.561543
0.52	0	0.0405327359	0.0525638016	-0.00948080948	0.541175462	-0.228354702	1.1549929	0.150219478	0.0749508057	38.420579
0.53	0	0.0354091272	0.0527307721	-0.00983922323	0.540682659	-0.065149307	1.55018925	0.150789156	0.0934699118	38.337849
0.54	0	0.0298746923	0.0528583638	-0.0102039725	0.54046738	0.115848979	1.89857456	0.151427663	0.0816240212	39.730905
0.55	0	0.0247178729	0.0528802321	-0.01052146	0.540317643	0.212769766	2.2655438	0.152174979	0.0756872834	39.824433
0.56	0	0.0198061279	0.0528449071	-0.0108215668	0.540254234	0.328588364	2.55683389	0.152951706	0.127701576	32.717137
0.57	0	0.0157234542	0.0527308329	-0.0110877377	0.540133333	0.389535712	2.74161243	0.153677134	0.0906521138	33.158744
0.58	0	0.0128083969	0.0524919984	-0.0113149987	0.540010919	0.40589574	2.8250682	0.154295205	0.100461427	32.806114
0.59	0	0.0121245016	0.0522369485	-0.0116101549	0.539498055	0.494102992	2.8695312	0.154856892	0.0672172476	34.093113
0.6	0	0.0129329681	0.0519816436	-0.0118493276	0.539023377	0.475805402	2.75676156	0.155312668	0.133169748	33.566957
0.61	0	0.0153662192	0.0517693933	-0.0119996131	0.538395893	0.394180609	2.51132862	0.155632397	0.101319071	37.91608
0.62	0	0.0192880068	0.0515603978	-0.01210419	0.53763828	0.315942993	2.2054249	0.155850127	0.118449627	33.967116
0.63	0	0.0235226629	0.0513289018	-0.0121616762	0.536660987	0.218367202	1.8603851	0.155996046	0.0688034844	34.225435
0.64	0	0.0267299135	0.0509632816	-0.0122101174	0.53562864	0.131202426	1.52629216	0.156011571	0.165427023	34.370266
0.65	0	0.0296928275	0.0505054017	-0.0122935233	0.534608137	0.0982462392	1.25399812	0.155985971	0.155036622	35.103599
0.66	0	0.0312818062	0.0499627188	-0.0124244314	0.533528316	0.105581877	1.02331807	0.155839575	0.0978502589	35.313463
0.67	0	0.0316746589	0.0494092362	-0.0126255872	0.532400179	0.1733937	0.817707945	0.155594142	0.151333425	35.340744
0.68	0	0.0319920638	0.0489009742	-0.0128104783	0.530664945	0.196861649	0.498606615	0.155212941	0.134707262	36.098232
0.69	0	0.0329145426	0.0484578829	-0.0130883411	0.528932712	0.30206685	0.238445028	0.154850532	0.153749338	36.417407
0.7	0	0.033348969	0.0480630515	-0.0134340395	0.527161266	0.426219864	-0.00762861519	0.154419072	0.12596264	35.515808
0.71	0	0.034380609	0.047674679	-0.0138446376	0.525425301	0.571707429	-0.204510598	0.153957252	0.126901691	42.766185
0.72	0	0.0350598037	0.0472585566	-0.0143328812	0.523582396	0.722997295	-0.354283276	0.153397113	0.170758766	38.718631
0.73	0	0.0365645557	0.0466983315	-0.0147143276	0.522117822	0.644735395	-0.280493267	0.152965891	0.157657965	40.618772
0.74	0	0.0387308432	0.0459705262	-0.015030949	0.521360942	0.498227334	-0.110591986	0.1525125	0.0950973231	36.430443
0.75	0	0.0405712681	0.0451395107	-0.0152755171	0.521154363	0.29161367	0.12016383	0.15202277	0.0752228706	35.655315
0.76	0	0.0422031936	0.044303029	-0.0154679645	0.521368418	0.0696884284	0.403282277	0.151472094	0.105224128	39.769731
0.77	0	0.0433086963	0.0435552662	-0.0155730778	0.521566708	-0.19753654	0.774533433	0.151079564	0.114344292	36.305609
0.78	0	0.0435694516	0.0430280129	-0.0155694191	0.522108785	-0.430376737	1.18237832	0.150838701	0.064946835	41.259234
0.79	0	0.0430198389	0.0428706743	-0.0154000319	0.522847358	-0.689671332	1.55910896	0.150800017	0.11380304	42.995811
0.8	0	0.0417848352	0.0430248518	-0.0150839174	0.523853867	-0.945427695	1.90295102	0.150941604	0.0527250881	37.17639
0.81	0	0.0383206648	0.0434281937	-0.0145784338	0.524984376	-1.2269145	2.20678509	0.151193162	0.160803192	40.103283
0.82	0	0.0336980622	0.044066871	-0.0138684866	0.526208482	-1.53749146	2.48025509	0.151560896	0.107213879	36.913869
0.83	0	0.0284081029	0.0449335447	-0.012919402	0.527461446	-1.85531059	2.71511331	0.151975206	0.0927940862	38.176981
0.84	0	0.0235960466	0.045963979	-0.0117636099	0.528589793	-2.15089526	2.84500323	0.152316423	0.115935658	37.005114
0.85	0	0.0216551521	0.0471385446	-0.0103746293	0.529361878	-2.48344319	2.97461888	0.152734081	0.15589346	35.928046
0.86	0	0.0243544873	0.0484341341	-0.00882230718	0.529867156	-2.75047475	3.030852	0.15315217	0.101596474	35.580032
0.87	0	0.0291554729	0.0498391717	-0.00720945925	0.530043893	-2.89960648	3.02872946	0.153598611	0.159937106	36.444322
0.88	0	0.0336364225	0.0513420047	-0.00560986809	0.529854364	-2.87147791	2.95436316	0.154055339	0.119063038	34.804931
0.89	0	0.0377656205	0.0529735405	-0.00404220519	0.529339596	-2.69342518	2.78460272	0.154412274	0.100577262	35.282589
0.9	0	0.0398099185	0.0546672772	-0.00252713662	0.528543496	-2.3464959	2.49685746	0.154604919	0.103515751	35.67612
0.91	0	0.0399440482	0.0564154985	-0.00107040463	0.527595756	-1.87296755	2.12822358	0.154677702	0.083636856	34.498486
0.92	0	0.0391686021	0.0581369571	0.000316973087	0.526714001	-1.31022478	1.71621763	0.154609906	0.124599132	34.644758
0.93	0	0.0361806734	0.0597270406	0.00162435495	0.526020396	-0.673405218	1.28681503	0.154415106	0.148920306	34.530096
0.94	0	0.0320044809	0.0610959449	0.00286552259	0.525514893	-0.0558622509	0.904432425	0.154165129	0.108376539	35.03524
0.95	0	0.0281217392	0.0624418533	0.00412201326	0.524709941	0.440888756	0.627167993	0.153962401	0.121319315	34.934084
0.96	0	0.0268589916	0.0636737512	0.00532656397	0.524232547	0.932389895	0.352022796	0.153638163	0.0592826292	35.739311
0.97	0	0.0297274654	0.0648454369	0.0064131018	0.523423941	1.50347582	-0.0323944241	0.153161013	0.118688628	35.417393
0.98	0	0.0345587758	0.0658966125	0.00753947034	0.522925763	1.85292594	-0.285729272	0.152724744	0.11587215	35.83493
0.99	0	0.0403920943	0.0668605535	0.00870242539	0.522496323	2.05650138	-0.438832146	0.152292391	0.103988611	35.341804
1	0	0.0455282996	0.0675860494	0.00974964273	0.52265694	2.23237086	-0.337671388	0.152022288	0.0814549165	39.673654
1.01	0	0.0493428421	0.0682169925	0.0107175419	0.522977687	2.35221969	-0.126080313	0.151823048	0.0961702962	35.903236
1.02	0	0.0521688503	0.0687603252	0.0116150736	0.523500666	2.37288847	0.105676913	0.151583142	0.0902411691	36.173825
1.03	0	0.0534656771	0.069357969	0.0124835478	0.524094161	2.30210221	0.350295452	0.151457831	0.0713139942	35.558752
1.04	0	0.0529349166	0.0700217548	0.0132936798	0.524523131	2.17431938	0.59149961	0.151487019	0.102572279	34.569977
1.05	0	0.0507062474	0.0707182413	0.0140260092	0.525019414	2.01392463	0.846638948	0.151789502	0.134397223	34.598521
1.06	0	0.0459535712	0.0714904939	0.0146757716	0.525573774	1.81757758	1.08697034	0.152326895	0.124897457	33.708381
1.07	0	0.039249636	0.0723504738	0.0152574649	0.526122577	1.56128937	1.32797845	0.152994287	0.136959938	33.880056
1.08	0	0.0310289555	0.073247294	0.0157204828	0.526615433	1.32250594	1.54821333	0.1536739	0.102372157	33.313925
1.09	0	0.0233462593	0.0742157325	0.0160570285	0.527056141	1.13979916	1.72444961	0.154388129	0.0844545507	33.319007
1.1	1	0.382159781	0.0753159716	0.0162339337	0.527410367	0.988380517	1.87278169	0.155207316	0.125440936	34.492743
1.11	1	0.382735036	0.076447762	0.0162918717	0.527747562	0.849600652	2.08731731	0.156059093	0.207443106	35.834187
