time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.299578248	0.0191764177	2.22933683e-05	-1.09772337e-05	0.542678882	0.00710448422	-0.0276557734	0.307152227	0	0	21.250163
0.02	0.298715235	0.0185964585	0.0001435946	-5.51153535e-05	0.540982829	0.0346353023	-0.0989588204	0.308190747	0.0778551217	0.0332911359	20.445232
0.03	0.297218582	0.0177341975	0.000323609824	-8.69105318e-05	0.538697894	0.056006923	-0.194707966	0.309376577	0.0739245864	0.0278518274	19.501336
0.04	0.295455556	0.0174107579	0.000616385777	-8.96756581e-05	0.535955908	0.055719956	-0.283466975	0.310913074	0.101891679	0.0286618084	18.086054
0.05	0.292308034	0.0171533832	0.000909997762	-4.48044472e-05	0.533052056	0.0353828296	-0.338852566	0.313731288	0.0798554365	0.0564395358	19.052591
0.06	0.287173203	0.0172272672	0.00108298087	4.00750232e-05	0.530074365	0.00338927246	-0.320266888	0.317818783	0.0871232134	0.0526243317	19.633295
0.07	0.280151521	0.0177405306	0.00111240418	0.000163805078	0.527208434	-0.0358926746	-0.210328906	0.322773817	0.0573292471	0.0349404173	20.291188
0.08	0.271689487	0.0185002102	0.000984534816	0.000343832963	0.524733029	-0.0912297134	-0.00883845224	0.327781736	0.0810697832	0.0176041396	16.874523
0.09	0.26215216	0.0190863586	0.000833830054	0.000550112435	0.521860034	-0.130769314	0.0486947623	0.332137057	0.0563091012	0.0364105042	20.311637
0.1	0.251861312	0.0198912192	0.000578637797	0.000790139113	0.519634018	-0.14998317	0.242713327	0.336432485	0.0497049058	0.0315382202	17.655924
0.11	0.240972768	0.0207669136	0.000348002181	0.00104622353	0.517849988	-0.140351787	0.447334884	0.34034021	0.0795465562	0.0387365848	19.907829
0.12	0.22928634	0.021436585	0.000155143579	0.00133735614	0.516511719	-0.133479426	0.683692237	0.344208523	0.0674220346	0.060152357	19.560764
0.13	0.216613996	0.0215263121	6.20129153e-05	0.00164102675	0.514984151	-0.119010186	1.02893033	0.348317905	0.0447871697	0.0416071724	19.412452
0.14	0.204267096	0.0221969068	0.0001451338	0.00194886566	0.5137816	-0.0778372406	1.33188692	0.351386859	0.0707715886	0.0233964993	19.372954
0.15	0.191740656	0.0228639241	0.000370938824	0.00228238867	0.512864468	-0.0340746804	1.6398704	0.354566309	0.0516248009	0.0515290485	19.630923
0.16	0.179191064	0.0232813429	0.00078671145	0.00261411457	0.512043334	0.0265388276	1.95096075	0.358339806	0.0520611555	0.0392238863	19.555024
0.17	0.166443362	0.0228036782	0.00140308991	0.0029237546	0.511377425	0.119581447	2.26428004	0.361935698	0.0602063432	0.0493418928	19.404591
0.18	0.153898059	0.0216705622	0.00219401705	0.00317905978	0.510913387	0.249532683	2.56437973	0.366042912	0.0820959683	0.0366265728	19.574937
0.19	0.142245043	0.0203163598	0.0031712753	0.0033661691	0.510662415	0.41089612	2.84302195	0.369658083	0.0508791813	0.0267444437	19.817755
0.2	0.131616357	0.0186686013	0.00432116316	0.00356858378	0.510266782	0.492413865	3.01668116	0.372417345	0.0567334327	0.0364379097	17.999133
0.21	0.122041398	0.0167795223	0.00556763255	0.0037204713	0.510284464	0.56379217	3.17360491	0.374409401	0.0810592355	0.0474999625	17.974767
0.22	0.113710588	0.0152882767	0.00686485592	0.00380328665	0.510786913	0.636330768	3.32356022	0.375863287	0.0721007997	0.025731493	20.201999
0.23	0.106031197	0.0138764299	0.00830391573	0.00386339145	0.511044897	0.711020162	3.59150501	0.378323133	0.0599477445	0.0267661503	17.799151
