time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.299805293	0.0193635191	4.5279086e-05	2.9375196e-06	0.542683197	-0.00313095631	-0.0145870592	0.306062718	0	0	22.804776
0.02	0.297444171	0.0192975732	0.00014024163	2.32451941e-06	0.541134571	-0.0140611288	-0.0531533462	0.304399525	0.0525514153	0.0397320726	25.974874
0.03	0.293123935	0.0195234053	0.000237733954	1.31270597e-05	0.539071356	-0.0396092465	-0.0823656501	0.301322861	0.0502365587	0.0288256739	26.533644
0.04	0.28675739	0.0208858518	0.000367145355	5.14524517e-05	0.53658403	-0.0907250941	-0.0872148146	0.297237263	0.0726120851	0.0239659893	20.990261
0.05	0.278962754	0.0228405423	0.000420458279	0.000134790205	0.533881204	-0.153354435	-0.0488983419	0.29337658	0.076045501	0.0432573074	25.856065
0.06	0.269074558	0.0257729031	0.000261347181	0.000253447537	0.531033259	-0.223445902	0.0696820491	0.28984726	0.0982024985	0.0538184748	32.992429
0.07	0.257208191	0.02973558	-9.75125672e-05	0.000408589684	0.528188003	-0.299026164	0.267896167	0.28611841	0.0569018076	0.0322180797	25.213373
0.08	0.24386561	0.0342978055	-0.000662160559	0.000625850195	0.525638492	-0.395361367	0.539431308	0.282052827	0.0786379167	0.0245762171	25.493689
0.09	0.229698728	0.0391840401	-0.00129908015	0.000865306569	0.5227065	-0.474850061	0.675606369	0.277770514	0.0557594984	0.0370631886	21.770399
0.1	0.215253868	0.0447635525	-0.00205136121	0.00113698796	0.520245089	-0.532336203	0.911077633	0.273610066	0.0610373484	0.0243833057	24.661479
0.11	0.200767781	0.0508281254	-0.00277844974	0.00142017056	0.518065078	-0.555771209	1.11190617	0.269356457	0.098315782	0.048995819	27.746385
0.12	0.186567947	0.0566610235	-0.00348693591	0.00173261127	0.5162484	-0.566306613	1.31657131	0.265765597	0.0684955466	0.0602845383	23.016116
0.13	0.172385031	0.0616981072	-0.00410652847	0.00206294629	0.514152754	-0.560227427	1.62285306	0.263758753	0.0382783427	0.036535454	22.096115
0.14	0.159184021	0.0669698982	-0.00459270046	0.00238846225	0.512375724	-0.515915659	1.87492846	0.26195328	0.051715373	0.0219702742	20.466614
