time_s	box_x_m	box_y_m	box_z_m	box_error_m	box_progress_m	box_lateral_error_m	box_tilt_deg	ee_contact_error_m	contact_engaged	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
13.65	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.316150351	0	0.938691562	0.621896642	0.357397039	14.0290349	-6.62408413	0.231823585	0.0998812912	0.0292913721	26.842518
13.66	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314329319	0	0.938910925	0.623121375	0.357642118	13.9228595	-6.8342971	0.231511825	0.107510395	0.0505109565	27.278795
13.67	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314744113	0	0.939148555	0.624844869	0.357710356	13.8419249	-7.05917104	0.231079594	0.0801086645	0.0319774511	24.548919
13.68	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.317577917	0	0.939378167	0.626879381	0.357618044	13.8128314	-7.27971183	0.230772737	0.11249282	0.0250501648	27.682301
13.69	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.323171561	0	0.939683894	0.629031103	0.357100455	13.882735	-7.4021127	0.230628246	0.0990670581	0.0286748633	25.759161
13.7	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.327792943	0	0.940135356	0.631173649	0.356451861	13.9191764	-7.52604208	0.230616456	0.118786369	0.0500554446	27.989525
13.71	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.330704431	0	0.940726043	0.633189016	0.355662704	13.8714698	-7.61088297	0.230354108	0.0512248629	0.0280435021	27.033128
13.72	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.33129917	0	0.941406461	0.635136019	0.3547039	13.7389658	-7.65238909	0.230295419	0.075927779	0.020791486	28.705868
13.73	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.329737595	0	0.942162423	0.636984301	0.353496601	13.5495094	-7.68883496	0.230430252	0.109648866	0.0141537235	26.764296
13.74	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.326668004	0	0.942868188	0.639168344	0.352385018	13.2004739	-7.59359175	0.229990962	0.133082349	0.00935203423	27.289917
13.75	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.321074917	0	0.943667363	0.641355907	0.351190337	12.9145302	-7.47591536	0.229638583	0.0599196655	0.0363825418	26.649754
13.76	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.316968697	0	0.944517576	0.643279187	0.349791889	12.6457584	-7.25421339	0.227933788	0.0802114561	0.0529183652	26.03853
13.77	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314435057	0	0.945244828	0.645042546	0.348427355	12.4341859	-7.09035837	0.226895506	0.0730469645	0.0313199616	29.473615
13.78	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.313769866	0	0.945943966	0.646638582	0.347259018	12.4486975	-6.93782719	0.226771523	0.063133264	0.0208071299	27.23135
13.79	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.315380224	0	0.946642634	0.647874899	0.34626005	12.5960856	-6.75496091	0.227082689	0.0870770635	0.0145957712	26.527687
13.8	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.319580413	0	0.947359088	0.648730353	0.345513431	12.8232961	-6.55788387	0.227420479	0.0720953859	0.0145309512	26.368673
13.81	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.326268211	0	0.9481605	0.649132335	0.34496058	13.0896889	-6.38699584	0.227600219	0.0560192219	0.0206324396	28.093209
13.82	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.331967728	0	0.949078387	0.64913481	0.344617471	13.2976442	-6.26836513	0.227720146	0.0548439895	0.0444753372	27.341842
13.83	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.334799819	0	0.95007282	0.64892929	0.34475393	13.3654832	-6.16305745	0.227734487	0.0393518296	0.0343928075	26.537177
13.84	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.334150987	0	0.951128501	0.64879526	0.345299017	13.3011291	-6.14427402	0.228090792	0.13771428	0.0274226684	28.425945
13.85	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.330951401	0	0.95225081	0.64848407	0.345476181	13.1825914	-6.03674099	0.228936408	0.127203058	0.016778168	27.436219
13.86	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.326121438	0	0.953383172	0.648017066	0.345854588	13.0445568	-6.10340642	0.229619438	0.11425207	0.00823620001	27.658916
13.87	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.319564408	0	0.954321734	0.647736414	0.346500934	12.7875627	-6.19723374	0.229566416	0.130195649	0.0224763019	26.270237
13.88	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.3145602	0	0.955050735	0.64757037	0.347169864	12.4971053	-6.32152441	0.227870241	0.112380137	0.0490339884	27.279507
13.89	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.311277086	0	0.955581408	0.647580456	0.347735205	12.2954166	-6.4356031	0.22701173	0.136836741	0.0291281981	26.96334
13.9	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.31006973	0	0.955950521	0.647911577	0.348118271	12.2242241	-6.53848919	0.227010218	0.101612861	0.0128119369	28.328499
13.91	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.311149025	0	0.956202331	0.648508751	0.34824953	12.2604075	-6.61083079	0.227548365	0.0761613064	0.00619473443	27.810184
13.92	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314543777	0	0.956351047	0.649285649	0.348067941	12.3751704	-6.64529909	0.228313958	0.0755804293	0.00514306209	27.086093
13.93	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.320177361	0	0.956421148	0.650077121	0.347739115	12.543743	-6.65531954	0.229039023	0.141051908	0.0100635221	27.565803
13.94	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.327971402	0	0.956432154	0.65080829	0.347296517	12.7139853	-6.64033569	0.229493885	0.0729062687	0.0164292703	26.546711
13.95	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.334256477	0	0.956386568	0.651122632	0.346930465	12.9214371	-6.55329907	0.229993806	0.137539065	0.0495956556	27.242458
13.96	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.338238313	0	0.956392486	0.650986533	0.346634065	13.0817649	-6.43961948	0.230722602	0.0957383055	0.0242501698	27.337213
13.97	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.339623246	0	0.956483339	0.650451944	0.346114136	13.1985877	-6.15416118	0.231852375	0.156640021	0.0178093415	26.833278
13.98	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.338427017	0	0.956535794	0.649677461	0.345548987	13.3170333	-6.02075402	0.233178919	0.099492553	0.0126835787	25.917097
13.99	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.335083381	0	0.956604496	0.648224558	0.345439219	13.3862575	-5.8684045	0.234007254	0.0687121308	0.00810572247	26.715453
14	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.32994913	0	0.956631884	0.646277923	0.345672772	13.4151233	-5.70417694	0.234246815	0.0793655024	0.00569983578	29.627447
14.01	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.323017788	0	0.956528216	0.644124452	0.345934988	13.2453918	-5.57172052	0.233580082	0.0933933616	0.0121686217	25.997312
14.02	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.315846333	0	0.956274587	0.641887545	0.346268459	13.0477146	-5.55478653	0.231869054	0.0379684748	0.0259708199	26.872417
14.03	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.309908547	0	0.95592075	0.639384995	0.346703215	12.9527337	-5.57651095	0.229214742	0.0871196533	0.0395175931	27.99154
14.04	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.305257159	0	0.95521749	0.637036072	0.347676642	12.8823928	-5.48427924	0.227671906	0.0294136919	0.027020527	28.112503
14.05	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.302438989	0	0.954335449	0.634882638	0.348844137	13.0120946	-5.4666504	0.227506551	0.0977217379	0.0175782601	25.932559
14.06	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.30197472	0	0.953361922	0.633055373	0.350226546	13.2887487	-5.50707321	0.228158361	0.0724805632	0.011194141	27.963459
14.07	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.30427364	0	0.952300033	0.631419051	0.351613624	13.6093994	-5.56152103	0.229083105	0.0380868739	0.00967061893	26.879123
14.08	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.309239671	0	0.951237663	0.630295308	0.352871713	14.0709926	-5.64124447	0.230201078	0.0925701512	0.00926401363	27.028684
14.09	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314118837	0	0.950247417	0.62953928	0.35435252	14.4755671	-5.82368536	0.231120153	0.0605266461	0.0369637024	26.17239
14.1	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.31743751	0	0.949328573	0.629063232	0.355879439	14.7275333	-6.06614366	0.231495436	0.0642916995	0.0366296356	28.524553
14.11	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.318681725	0	0.948482764	0.628917917	0.357209725	14.7763243	-6.34038079	0.231754374	0.092067078	0.0228934761	27.9725
14.12	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.317775268	0	0.947727666	0.629097844	0.358369599	14.7315103	-6.64267556	0.232166115	0.121413324	0.0165465537	25.552803
14.13	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.314646394	0	0.947026861	0.629571646	0.35930236	14.5780524	-6.95565513	0.232416858	0.0806800149	0.0189702365	26.245427
14.14	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.312664251	0	0.946370215	0.630285814	0.359951002	14.3555686	-7.27181541	0.231151578	0.118071828	0.0492300699	32.099533
14.15	1.90483701	0.615317203	0.189999563	1.76542585	1.07491135	0.204721419	0	0.31248467	0	0.945708525	0.631292647	0.360319289	14.1891113	-7.54533355	0.230074774	0.087633884	0.0374782121	28.827511
