time_s	box_x_m	box_y_m	box_z_m	box_error_m	box_progress_m	box_lateral_error_m	box_tilt_deg	ee_contact_error_m	contact_engaged	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.59	1.16416226	0.0958609401	0.206577509	2.64500393	0.183864167	0.0482963255	1.1782202	0.1082012	0	0.107701579	-0.0254109865	0.460675513	-1.05326577	8.65241126	0.304490849	0.106377824	0.0189834233	21.902064
0.6	1.17473123	0.102016108	0.204916445	2.63323925	0.195689917	0.0514173529	1.49387788	0.118190484	0	0.107848724	-0.0251153448	0.459872587	-0.834731178	8.46412088	0.304343567	0.104100472	0.0212842093	22.301851
0.61	1.18530019	0.108171276	0.202274381	2.62147884	0.207515666	0.0545383803	1.85109869	0.130311577	0	0.108016118	-0.0247554606	0.458996843	-0.534791352	8.23630604	0.304279517	0.0831374026	0.0400340786	22.150151
0.62	1.19586916	0.114326444	0.198651317	2.60972275	0.219341416	0.0576594077	2.22999597	0.143770337	0	0.108220895	-0.0243509766	0.458048424	-0.146545113	7.99596301	0.304250318	0.0768646722	0.0199741217	22.667143
0.63	1.20262924	0.120879601	0.198254134	2.60031443	0.228755292	0.0578057209	1.5680538	0.154140036	0	0.108480178	-0.0238683228	0.45684465	0.232393257	7.74790585	0.304333084	0.0819426491	0.020309193	21.313442
0.64	1.20938931	0.127432758	0.196875951	2.59090616	0.238169169	0.0579520341	1.90745546	0.164373265	0	0.108722799	-0.0233003437	0.455471686	0.639042523	7.52107604	0.304416098	0.141187066	0.0477681858	21.850902
0.65	1.21225993	0.132491246	0.199900892	2.58526662	0.243775896	0.0564049782	1.01876182	0.169093182	0	0.109073861	-0.0227003781	0.45384598	1.04620481	7.3041412	0.304660129	0.119058493	0.0170730094	21.392799
0.66	1.21513055	0.137549734	0.201944833	2.57962787	0.249382622	0.0548579224	0.445325795	0.173874482	0	0.109558242	-0.0220829407	0.451911568	1.4589296	7.10013268	0.305103595	0.0899511392	0.028916327	22.345169
0.67	1.21800117	0.142608222	0.203007774	2.57398991	0.254989349	0.0533108666	1.05817436	0.178883949	0	0.110235996	-0.0214642287	0.449745117	1.86897575	6.89916255	0.305650272	0.107465796	0.0240778163	22.152571
0.68	1.22161106	0.147592502	0.203742107	2.56789423	0.261066341	0.0523390235	1.56420352	0.180157456	0	0.111121724	-0.0208592286	0.447405652	2.27475255	6.70544365	0.306727104	0.0772963275	0.0365627211	20.002817
0.69	1.22533335	0.152516175	0.203543858	2.56176467	0.267179959	0.0514895166	2.08538144	0.180760122	0	0.112153784	-0.0202964857	0.444936076	2.67116895	6.5350435	0.307967657	0.0893057844	0.0043384631	24.790347
0.7	1.22905564	0.157439848	0.202364609	2.55563531	0.273293578	0.0506400096	2.61806563	0.181331816	0	0.113367853	-0.0197761167	0.442373943	3.02922143	6.37323824	0.309232751	0.059714457	0.0195236968	25.62304
0.71	1.23277793	0.162363521	0.200204359	2.54950617	0.279407196	0.0497905027	3.15643579	0.181418085	0	0.11468432	-0.0192326266	0.440275869	3.2554532	6.36261304	0.310574215	0.0694496926	0.0125210205	25.715921
0.72	1.23505619	0.166914477	0.198879855	2.54464717	0.284236182	0.0481834653	2.58006275	0.179124174	0	0.116103358	-0.0184913998	0.438441118	3.16491394	6.42007915	0.31192618	0.151139009	0.0359822098	26.078862
0.73	1.23733445	0.171465432	0.19657435	2.53978907	0.289065168	0.0465764279	2.00441659	0.1762979	0	0.117459723	-0.0178596508	0.437250106	3.22400972	6.71014437	0.313375326	0.112244306	0.0241925925	21.489606
0.74	1.23932541	0.176289003	0.193847759	2.53493527	0.293883771	0.044573472	1.3045588	0.173429298	0	0.118974054	-0.0172329872	0.437073225	3.13372742	7.07900291	0.314001953	0.0871349678	0.019352766	22.050962
0.75	1.24131638	0.18049982	0.190752921	2.53052346	0.298269092	0.0430037981	0.100875434	0.169877078	0	0.120556901	-0.0165857123	0.437800885	2.96494567	7.53649399	0.313864353	0.0894092198	0.054894876	25.35177
0.76	1.24330734	0.184710638	0.186677083	2.52611254	0.302654413	0.0414341243	1.4506368	0.167493421	0	0.122296239	-0.0159239021	0.439336826	2.73918757	8.05602959	0.312839407	0.0709874581	0.040171028	23.047354
