time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.649521032	0.0199909178	3.73951985e-05	-6.97321478e-06	0.542695655	0.00379262697	-0.0409182799	0.306024057	0	0	18.62584
0.02	0.648181563	0.0200863036	5.94813036e-05	-3.34141689e-05	0.541154847	0.0102680044	-0.128780427	0.306462261	0.0493041011	0.0537807511	16.446824
0.03	0.645560101	0.0201712685	-1.82084234e-06	-3.600308e-05	0.539122897	-0.0127728578	-0.240892567	0.308395908	0.0971374647	0.0537818837	16.99466
0.04	0.641599528	0.0202007691	-0.000156062626	1.8648883e-05	0.536755253	-0.0859643287	-0.394201351	0.312189638	0.0748967884	0.0537970822	15.607563
0.05	0.636332871	0.020100265	-0.000490405944	0.000133802843	0.534314893	-0.181159015	-0.542981177	0.318126046	0.0813256235	0.0538388786	16.277151
0.06	0.629867534	0.0197682122	-0.00106635475	0.000287233117	0.531854296	-0.280644287	-0.653224858	0.326398952	0.0711095269	0.0539134742	16.572708
0.07	0.622435382	0.0191783921	-0.00189170903	0.000470729587	0.529560575	-0.376657567	-0.708815066	0.33612269	0.060133968	0.0540215946	15.987984
0.08	0.614294981	0.0183563174	-0.00294495686	0.000695507635	0.527630711	-0.476337845	-0.694119553	0.347045567	0.0704716474	0.0541608272	15.798984
0.09	0.60600915	0.0173318831	-0.00411424766	0.000951670579	0.525410072	-0.578709939	-0.809939597	0.358554867	0.0744436984	0.0543271045	17.935395
0.1	0.597662382	0.0161683421	-0.00551999885	0.0012279525	0.523905608	-0.656010325	-0.785159011	0.369770364	0.0447532032	0.0545169037	15.660697
0.11	0.58944384	0.0149906148	-0.00703434426	0.00153013203	0.522925214	-0.726815049	-0.725939088	0.380388894	0.0671924702	0.0547437476	16.77669
0.12	0.581146822	0.0136583141	-0.00858617001	0.00183541053	0.521871943	-0.77048106	-0.492423624	0.390847078	0.0519928378	0.0549844495	14.9107
0.13	0.572888968	0.0125266993	-0.0101339636	0.00214506657	0.52130027	-0.793018745	-0.320917603	0.399264575	0.0595391085	0.0552491223	17.379888
0.14	0.564616137	0.0115914162	-0.011650952	0.0024522385	0.521066858	-0.788560587	-0.175981209	0.406561966	0.0479612117	0.0554977304	16.306508
0.15	0.55625481	0.010828929	-0.013134142	0.00278034778	0.521058717	-0.777953	-0.0363110289	0.412192632	0.0460640815	0.0557281037	15.314936
0.16	0.547722877	0.0102054849	-0.0145439498	0.00310203052	0.521143203	-0.740596006	0.102107043	0.417424136	0.0571881031	0.0559439322	16.414049
0.17	0.538944928	0.00971785762	-0.0158600218	0.00340549848	0.521335842	-0.66984804	0.227710168	0.422208848	0.0426840682	0.0561381338	16.562513
0.18	0.529864698	0.0093595832	-0.0171178237	0.0036744911	0.521703194	-0.57723731	0.341425634	0.426456816	0.0486054352	0.0563032282	15.055823
0.19	0.520476613	0.00911026699	-0.0183120012	0.00391052502	0.522225005	-0.47732934	0.428739191	0.427827166	0.0477670128	0.0564532921	16.715954
0.2	0.510798211	0.00893361351	-0.0194250681	0.0041285934	0.522884023	-0.409221855	0.50531146	0.428600381	0.0601789161	0.0565868766	25.310399
0.21	0.500967977	0.00879121016	-0.0204716095	0.00438756395	0.523383454	-0.436440636	0.485865244	0.428903366	0.0606217899	0.0567085706	22.484883
0.22	0.490975053	0.0086806086	-0.0215063455	0.00459365134	0.524221784	-0.41425095	0.495222923	0.428516035	0.0601152508	0.0568116446	17.008564
0.23	0.480864838	0.00846807802	-0.0224601046	0.00478570702	0.524845121	-0.371221779	0.623392649	0.428314471	0.0701316715	0.0569561013	15.295101
0.24	0.470647283	0.00825664771	-0.0233972042	0.00487322462	0.525508571	-0.294668539	0.639535967	0.42698072	0.0626784616	0.0571514547	16.836969
0.25	0.460362691	0.00807668145	-0.024270578	0.00496948132	0.526501626	-0.300261761	0.623512287	0.425416537	0.0623430699	0.0573489996	14.412221
0.26	0.450118455	0.00790274738	-0.0250820302	0.005057419	0.527686115	-0.33861111	0.585629836	0.422892086	0.0465409968	0.0575591759	16.349315
0.27	0.440029391	0.00770693161	-0.0258405494	0.0051182757	0.528884341	-0.390211439	0.525455901	0.420158242	0.0594413635	0.0578054656	17.060372
0.28	0.430128076	0.00749092896	-0.0265623448	0.00514952468	0.530177991	-0.446704695	0.476290783	0.416561689	0.0589481334	0.0581017954	16.477893
0.29	0.42044654	0.00724894575	-0.027232576	0.00515119851	0.531529274	-0.484692874	0.439288195	0.412777673	0.0394179022	0.058434208	17.710696
