time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.648952957	0.019945333	-2.60586655e-05	2.31888681e-05	0.542762093	-0.046261785	0.0468523412	0.306320218	0	0	20.40237
0.02	0.646821802	0.0199510735	-0.000156720274	8.45573931e-05	0.541238285	-0.171650162	0.148483712	0.306995503	0.109111871	0.0443097607	21.740047
0.03	0.643278023	0.0200623247	-0.000422624661	0.000188898671	0.538980597	-0.36214425	0.296006862	0.308669666	0.0393841455	0.0442808851	18.909169
0.04	0.638120376	0.0203866611	-0.000788213479	0.000343905667	0.536054482	-0.608601461	0.484920668	0.311435087	0.0818485972	0.0442132132	19.449889
0.05	0.631204856	0.0209676085	-0.00131296345	0.000564916794	0.532436983	-0.897333822	0.719511586	0.315369107	0.0935907398	0.0440934264	19.774184
0.06	0.622427527	0.0218228845	-0.00199038469	0.000824723491	0.528262917	-1.16633735	1.01890092	0.320321097	0.0875228624	0.0439149953	21.442714
0.07	0.611703922	0.0229492149	-0.00279352134	0.00112312874	0.523594673	-1.42024446	1.3949744	0.325940115	0.0551865139	0.0436792532	21.783577
0.08	0.598943372	0.0243617898	-0.00367693435	0.00146402448	0.518571552	-1.66278333	1.86678766	0.331436057	0.0707658148	0.0433893317	19.697975
0.09	0.584080355	0.0261710928	-0.00472337474	0.00180172559	0.513480397	-1.80208872	2.41387372	0.336849777	0.0733296793	0.0430464396	18.417412
0.1	0.567127887	0.0284399357	-0.00584999445	0.00209844823	0.508306442	-1.84752391	3.00333472	0.341826607	0.0462569682	0.0415995622	17.211339
0.11	0.548270917	0.0313266838	-0.00702509431	0.00234695287	0.50308195	-1.814295	3.51496771	0.345481097	0.0567553289	0.0396170596	19.206491
0.12	0.527734384	0.0349032826	-0.00819755976	0.00256094628	0.498222323	-1.76244666	4.03598146	0.347518529	0.0904038514	0.0378983796	18.791012
0.13	0.505849141	0.0391888993	-0.00928967056	0.00271868463	0.493604671	-1.67866863	4.52505924	0.348317553	0.0609997891	0.0363360637	19.767594
0.14	0.483080178	0.0441228328	-0.0102397063	0.00288862935	0.488850948	-1.62539562	4.9015841	0.347886044	0.0635834294	0.0349903303	18.659134
0.15	0.459786599	0.0496731519	-0.0111056701	0.00300343639	0.484501159	-1.51636521	5.31311871	0.346433928	0.0437187376	0.033959941	19.300716
0.16	0.436270395	0.0555773175	-0.0117839006	0.00309390225	0.480128295	-1.39826216	5.80247558	0.344512662	0.0670576286	0.032942192	19.306416
0.17	0.412860555	0.061996625	-0.0123162176	0.00306123821	0.476131973	-1.20350394	6.26896984	0.34179929	0.040486699	0.0316318963	18.859194
0.18	0.389933335	0.068859112	-0.0127415404	0.0028967489	0.472582293	-0.970622124	6.71473322	0.338558524	0.0459128401	0.0305473643	19.864847
0.19	0.36774246	0.0758402138	-0.0130566894	0.00255596678	0.469273267	-0.661012503	7.20391607	0.335362112	0.0600755114	0.0296825119	19.512363
0.2	0.346592262	0.0830327886	-0.0132651658	0.00211599738	0.466604827	-0.420143797	7.6524021	0.331994136	0.0619866662	0.0286829756	19.279209
0.21	0.326757236	0.0902652133	-0.0133818799	0.00155946332	0.464600778	-0.209979165	8.06060846	0.328691087	0.0672462424	0.028060163	19.79314
0.22	0.308515407	0.097214871	-0.0134922913	0.000793777534	0.46296381	0.0659603082	8.37657115	0.325703309	0.0719063252	0.0277812466	19.533151
0.23	0.291968276	0.103823417	-0.013586348	-6.3540278e-05	0.46219111	0.25573703	8.69900024	0.323138334	0.063359853	0.0279414097	18.340367
0.24	0.277260876	0.109843158	-0.013624364	-0.00092466943	0.461889808	0.305828122	8.92814456	0.32103473	0.0476416308	0.0282383868	19.026839
0.25	0.26418307	0.114944433	-0.0133982729	-0.00170065011	0.46179781	0.253636805	9.20204637	0.319760729	0.0645114498	0.0289719723	18.714261
0.26	0.252766736	0.119434976	-0.0131488997	-0.00253098658	0.462564259	0.207789114	9.41151354	0.31895087	0.0437123703	0.0292177229	18.308098
0.27	0.242975834	0.123185684	-0.0128451266	-0.00339508808	0.463894697	0.140322229	9.54545851	0.318695572	0.0651689189	0.0300545651	17.270168
0.28	0.234538118	0.126035833	-0.0125091348	-0.00435112268	0.46562681	0.121348499	9.72233291	0.318971975	0.0837113989	0.0313035445	18.619157
0.29	0.227396039	0.128271624	-0.0120634586	-0.00532301811	0.467995911	0.0586909672	9.83534484	0.319465327	0.0544764462	0.032158712	19.407983
0.3	0.221467223	0.129927192	-0.0114603276	-0.00628250291	0.470808264	-0.0369859224	9.86713626	0.320253026	0.0521579579	0.0334706721	17.56132
0.31	0.216664702	0.131060925	-0.0107291655	-0.00723825479	0.474023312	-0.142161285	9.82245393	0.321294064	0.0414627398	0.035164289	19.631281
0.32	0.212838646	0.131744613	-0.00993306089	-0.00818119856	0.477670791	-0.253687863	9.73930084	0.32260762	0.0559318508	0.0371596132	16.725304
0.33	0.209856812	0.132026319	-0.00906241191	-0.00910681601	0.481581582	-0.367157624	9.5904329	0.323677082	0.0516351297	0.0392324746	18.120392
0.34	0.207684481	0.131817182	-0.00818280075	-0.0100962172	0.485318214	-0.405988605	9.29145604	0.324481339	0.0813824493	0.0414800611	16.528662
0.35	0.205980593	0.131201125	-0.00717408567	-0.0109716116	0.48887213	-0.526237976	8.99878597	0.325499811	0.0416814027	0.0442251117	19.268431
0.36	0.204602597	0.130400522	-0.00617417396	-0.0118244714	0.49250594	-0.638247677	8.61906617	0.32647215	0.0727204265	0.0462478943	19.933375
0.37	0.203342684	0.129443307	-0.00520911356	-0.0126472452	0.496068843	-0.768660026	8.18303814	0.326642008	0.0785873716	0.0486475343	19.187504
