time_s	ee_error_m	orientation_error	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	leg_action_delta_l2	arm_action_delta_l2	update_ms
0.01	0.64915639	0.0193651374	-9.02723403e-05	8.45232662e-07	0.542707593	-0.0165929909	0.0381674046	0.306794333	0	0	21.959469
0.02	0.646422296	0.019660847	-0.000344579621	1.64857037e-05	0.541067251	-0.086044882	0.125555949	0.307934534	0.131538479	0.0613228448	20.952242
0.03	0.64158598	0.0199831535	-0.000787807536	5.36780949e-05	0.53869648	-0.190937821	0.250112269	0.309313628	0.0791019113	0.0555342316	19.102882
0.04	0.633930016	0.0212186127	-0.00133412269	0.000120740327	0.535539372	-0.316152687	0.37586578	0.310807461	0.117680645	0.0580949153	19.551734
0.05	0.6234445	0.0234171034	-0.00198689045	0.000230555913	0.531745732	-0.443742645	0.527271879	0.312541352	0.0642235024	0.0512865589	18.435785
0.06	0.608323582	0.0274832015	-0.00278598228	0.000405699625	0.527407543	-0.621360703	0.725454194	0.312968882	0.11062028	0.081021101	18.632522
0.07	0.588802229	0.033175845	-0.00367833645	0.000653938784	0.522641019	-0.849409437	0.98247086	0.311766187	0.0588204582	0.0564338248	20.022394
0.08	0.565142818	0.0397516285	-0.00468471464	0.00100499084	0.51765219	-1.15100298	1.34765443	0.308254822	0.103928736	0.0612087766	19.940902
0.09	0.53790719	0.0476866783	-0.00592168233	0.0014339916	0.512917479	-1.41144965	1.74576296	0.302281156	0.0793831997	0.064255121	20.061218
0.1	0.508030251	0.058118592	-0.00721575034	0.00183751081	0.507998867	-1.57410253	2.08192352	0.294532523	0.0555363634	0.0515276908	17.984675
0.11	0.47664764	0.0707632035	-0.00851798999	0.00226860374	0.5033028	-1.71276032	2.39146677	0.285502047	0.104482512	0.0699960947	18.261777
0.12	0.444888117	0.08437597	-0.00990119518	0.00275406724	0.499067992	-1.83795031	2.72333999	0.276678587	0.11549668	0.111670205	18.479916
0.13	0.413870199	0.0977732343	-0.011241113	0.00330366943	0.494871569	-1.96763725	2.96608602	0.268704368	0.0586505646	0.0721320512	19.995512
0.14	0.384360234	0.111594802	-0.0124885828	0.00381780379	0.491122261	-1.99336887	3.25124954	0.261997845	0.0761221505	0.0505786245	18.376393
0.15	0.356677056	0.124083521	-0.0135954346	0.00430131318	0.487784753	-1.95343016	3.56955297	0.257278828	0.0455704686	0.0741552144	17.103883
0.16	0.33086675	0.134902505	-0.0145048047	0.0046943094	0.484612189	-1.80483529	3.94354889	0.255216343	0.0784011507	0.0619882542	18.258384
0.17	0.306824449	0.142468987	-0.0151605861	0.00507316367	0.48151911	-1.66542647	4.40608654	0.255766389	0.0628337548	0.0595434999	18.593033
0.18	0.284746719	0.147315945	-0.0156165857	0.00531587492	0.478998201	-1.42401785	4.81933413	0.25782683	0.0706298793	0.0531113942	19.660077
